id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
7839,Je veux un itinéraire Caen → Reims ce soir avec une correspondance est-ce possible ?,1,Caen,Reims,Caen,Reims,22,26,29,34,0,297
7840,"Bonjour, je veux une liaison ferroviaire de Paris jusqu'à Besançon dans 2 heures en première classe ?",1,Paris,Besançon,Paris,Besançon,44,49,58,66,0,72
7841,J’ai besoin de un billet de train pour aller à Nantes depuis Pau en seconde tu peux regarder ?,1,Pau,Nantes,Pau,Nantes,61,64,47,53,0,180
7842,Peux-tu un trajet de Strasoburg jusqu'à La Rochelle aujourd'hui sans correspondance ?,1,Strasbourg,La Rochelle,Strasoburg,La Rochelle,21,31,40,51,1,91
7843,"Bonjour, je veux un billet de nancy vers Metz ce soir en première classe ?",1,Nancy,Metz,nancy,Metz,30,35,41,45,1,265
7844,Peux-tu un itinéraire pour aller à Metz depuis nantes samedi matin ?,1,Nantes,Metz,nantes,Metz,47,53,35,39,1,20
7845,J'aimerais un train entre Reims et Brest ce soir sans correspondance stp.,1,Reims,Brest,Reims,Brest,26,31,35,40,0,113
7846,Je souhaiterais une liaison ferroviaire de Lille à RENNES demain matin Avec Orange je voyage.,1,Lille,Rennes,Lille,RENNES,43,48,51,57,1,75
7847,Je veux une liaison ferroviaire Paris - Dijon ce soir avec une correspondance ?,1,Paris,Dijon,Paris,Dijon,32,37,40,45,0,291
7848,J’ai besoin de un trajet au départ de La Rochelle pour Rennes dans 2 heures en première classe ? Je vais voir mon ami Troyes.,1,La Rochelle,Rennes,La Rochelle,Rennes,38,49,55,61,0,203
7849,Peux-tu une liaison ferroviaire de Perpignan à Toulouse dans 2 heures sans correspondance,1,Perpignan,Toulouse,Perpignan,Toulouse,35,44,47,55,0,157
7850,Je veux aller à Clermont-Ferrand (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7851,"Hey, je veux une correspondance entre Saint-Malo et Lyon aujourd'hui avec une correspondance tu peux regarder ? Je vais voir mon ami Albert.",1,Saint-Malo,Lyon,Saint-Malo,Lyon,38,48,52,56,0,317
7852,Je cherche une correspondance de Brest jusque naNcY dans 2 heures pas trop cher stp.,1,Brest,Nancy,Brest,naNcY,33,38,46,51,1,66
7853,Je cherche un itinéraire en partant de TOURS pour aller à Clermont Ferrand en première classe tu peux regarder ?,1,Tours,Clermont-Ferrand,TOURS,Clermont Ferrand,39,44,58,74,1,279
7854,Quel temps fait-il à LYON aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
7855,"S'il te plaît, je veux un trajet de Orléans jusque Pau la semaine prochaine en seconde",1,Orléans,Pau,Orléans,Pau,36,43,51,54,0,76
7856,Je veux aller à ReNnES (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7857,"Bonjour, je veux un billet de brest vers Nanyc ce soir en première classe ?",1,Brest,Nancy,brest,Nanyc,30,35,41,46,1,265
7858,"Bonjour, je veux un train de Pau jusqu'à nANYC samedi matin en seconde ?",1,Pau,Nancy,Pau,nANYC,29,32,41,46,1,298
7859,"S'il te plaît, je veux un trajet avignon - Le Mns ce soir en seconde stp.",1,Avignon,Le Mans,avignon,Le Mns,33,40,43,49,1,83
7860,"Salut, je voudrais une correspondance entre Port-Boulet et Marseille demain pas trop cher stp.",1,Port-Boulet,Marseille,Port-Boulet,Marseille,44,55,59,68,0,192
7861,Tu peux un voyage Srtasbourg → toulouse demain en première classe est-ce possible ?,1,Strasbourg,Toulouse,Srtasbourg,toulouse,18,28,31,39,1,382
7862,Tu peux une correspondance entre Limoges et Pari dans 2 heures pas trop cher s'il te plaît.,1,Limoges,Paris,Limoges,Pari,33,40,44,48,1,321
7863,J’ai besoin de un voyage de La-Rochelle jusqu'à Clermont-Ferrand aujourd'hui pas trop cher ?,1,La Rochelle,Clermont-Ferrand,La-Rochelle,Clermont-Ferrand,28,39,48,64,1,101
7864,Je cherche un voyage de Nanes jusque Besançon ce soir le plus rapide possible stp. Je vais voir mon ami Troyes.,1,Nantes,Besançon,Nanes,Besançon,24,29,37,45,1,356
7865,Peux-tu un train en partant de port boulet pour aller à Metz samedi matin sans correspondance tu peux regarder ?,1,Port-Boulet,Metz,port boulet,Metz,31,42,56,60,1,375
7866,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
7867,"Bonjour, je veux une correspondance Le-Mans - Nancy demain après-midi en seconde ?",1,Le Mans,Nancy,Le-Mans,Nancy,36,43,46,51,1,249
7868,Je cherche un billet de Limoges vers Brest avec une correspondance tu peux regarder ?,1,Limoges,Brest,Limoges,Brest,24,31,37,42,0,102
7869,Raconte-moi l'histoire de Strasbourg.,0,,,,,-1,-1,-1,-1,0,-1
7870,Je veux un trajet de Bordeaux à Limoges samedi matin avec une correspondance,1,Bordeaux,Limoges,Bordeaux,Limoges,21,29,32,39,0,193
7871,"Bonjour, je veux un voyage de Bordaux jusqu'à Aix-en-Provence aujourd'hui pas trop cher s'il te plaît.",1,Bordeaux,Aix-en-Provence,Bordaux,Aix-en-Provence,30,37,46,61,1,234
7872,"Hey, je veux un trajet depuis Reims jusqu’à MONTPELLIER ce soir le plus rapide possible",1,Reims,Montpellier,Reims,MONTPELLIER,30,35,44,55,1,131
7873,Je souhaiterais un train de Nantes à Grenoble demain matin sans correspondance s'il te plaît.,1,Nantes,Grenoble,Nantes,Grenoble,28,34,37,45,0,47
7874,"Bonjour, je veux un voyage de Aix-en-Proevnce jusqu'à Tours aujourd'hui pas trop cher s'il te plaît.",1,Aix-en-Provence,Tours,Aix-en-Proevnce,Tours,30,45,54,59,1,234
7875,Peux-tu un voyage entre TOULOUSE et Tours samedi matin tu peux regarder ?,1,Toulouse,Tours,TOULOUSE,Tours,24,32,36,41,1,78
7876,J’ai besoin de un voyage de Avignon vers Montpellier la semaine prochaine en première classe ?,1,Avignon,Montpellier,Avignon,Montpellier,28,35,41,52,0,259
7877,J'aimerais une liaison ferroviaire de Reim jusque Rennes vendredi en première classe tu peux regarder ?,1,Reims,Rennes,Reim,Rennes,38,42,50,56,1,221
7878,Je veux un trajet de Grenoble à Port-Boulet samedi matin avec une correspondance,1,Grenoble,Port-Boulet,Grenoble,Port-Boulet,21,29,32,43,0,193
7879,Peux-tu un trajet de Clermont-Ferrand vers Bordeaux samedi matin sans correspondance ?,1,Clermont-Ferrand,Bordeaux,Clermont-Ferrand,Bordeaux,21,37,43,51,0,63
7880,Je veux aller voir Paris.,0,,,,,-1,-1,-1,-1,0,-1
7881,Tu peux un billet de Reims à Saint-Mao demain sans correspondance est-ce possible ?,1,Reims,Saint-Malo,Reims,Saint-Mao,21,26,29,38,1,416
7882,"S'il te plaît, je veux un trajet LIMOGES - paris ce soir en seconde stp.",1,Limoges,Paris,LIMOGES,paris,33,40,43,48,1,83
7883,Je veux un billet au départ de Ax en Provence pour orléans demain avec une correspondance ?,1,Aix-en-Provence,Orléans,Ax en Provence,orléans,31,45,51,58,1,222
7884,J'aimerais une correspondance de Tours jusqu'à Bordeaux samedi matin tu peux regarder ?,1,Tours,Bordeaux,Tours,Bordeaux,33,38,47,55,0,84
7885,"S'il te plaît, je veux un billet de train Tours → saint-mal vendredi pas trop cher stp.",1,Tours,Saint-Malo,Tours,saint-mal,42,47,50,59,1,55
7886,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7887,Je voudrais un train en partant de Clermont-Ferrand pour aller à Caen ce soir stp.,1,Clermont-Ferrand,Caen,Clermont-Ferrand,Caen,35,51,65,69,0,196
7888,"Avec Troyes, on discute de Paris.",0,,,,,-1,-1,-1,-1,0,-1
7889,Je voudrais un train de Reims vers Le-Mans demain après-midi en première classe stp.,1,Reims,Le Mans,Reims,Le-Mans,24,29,35,42,1,162
7890,Je voudrais une liaison ferroviaire de Bordeaux jusqu'à Avignon ce soir en première classe est-ce possible ?,1,Bordeaux,Avignon,Bordeaux,Avignon,39,47,56,63,0,23
7891,Je cherche un voyage de Port Boulet jusque Perpigann ce soir le plus rapide possible stp. Je vais voir mon ami Dieppe.,1,Port-Boulet,Perpignan,Port Boulet,Perpigann,24,35,43,52,1,356
7892,J'aimerais une correspondance de Nantes vers Brest demain matin,1,Nantes,Brest,Nantes,Brest,33,39,45,50,0,378
7893,Tu peux un billet de train pour aller à Besancon depuis Tours la semaine prochaine le plus rapide possible s'il te plaît.,1,Tours,Besançon,Tours,Besancon,56,61,40,48,1,272
7894,Je voudrais un itinéraire de Lyon vers CLERMONT-FERRAND samedi matin pas trop cher s'il te plaît.,1,Lyon,Clermont-Ferrand,Lyon,CLERMONT-FERRAND,29,33,39,55,1,310
7895,Tu peux une liaison ferroviaire pour aller à Grenoble depuis Port Boulet vendredi en seconde ?,1,Port-Boulet,Grenoble,Port Boulet,Grenoble,61,72,45,53,1,87
7896,"Bonjour, je veux un train de Limoges jusqu'à Toulouse samedi matin en seconde ?",1,Limoges,Toulouse,Limoges,Toulouse,29,36,45,53,0,298
7897,Je cherche une liaison ferroviaire de REIMS jusqu'à Paris demain matin pas trop cher ?,1,Reims,Paris,REIMS,Paris,38,43,52,57,1,204
7898,Je veux une pizza à ANGERS.,0,,,,,-1,-1,-1,-1,0,-1
7899,T'as des nouvelles de Florence ?,0,,,,,-1,-1,-1,-1,0,-1
7900,Je cherche un billet de Nice jusqu'à LYON demain matin pas trop cher,1,Nice,Lyon,Nice,LYON,24,28,37,41,1,345
7901,T'as des nouvelles de Dieppe ?,0,,,,,-1,-1,-1,-1,0,-1
7902,Tu peux un trajet au départ de Saint Étienne pour Limoges demain avec une correspondance,1,Saint-Étienne,Limoges,Saint Étienne,Limoges,31,44,50,57,1,140
7903,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7904,Tu peux un voyage de Perpignan jusque GRENOBLE demain matin sans correspondance est-ce possible ?,1,Perpignan,Grenoble,Perpignan,GRENOBLE,21,30,38,46,1,266
7905,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
7906,"Hey, je veux un itinéraire pour aller à pau depuis Port-Boulet demain avec une correspondance",1,Port-Boulet,Pau,Port-Boulet,pau,51,62,40,43,1,17
7907,"Hey, je veux un train depuis Caen jusqu’à Angers demain le plus rapide possible est-ce possible ?",1,Caen,Angers,Caen,Angers,29,33,42,48,0,85
7908,Je veux une pizza à Avignon.,0,,,,,-1,-1,-1,-1,0,-1
7909,J'aimerais un itinéraire de IJON vers Brest la semaine prochaine sans correspondance ?,1,Dijon,Brest,IJON,Brest,28,32,38,43,1,142
7910,"Avec Milan, on discute de La Rochelle.",0,,,,,-1,-1,-1,-1,0,-1
7911,"S'il te plaît, je veux une liaison ferroviaire de Besnaçon jusqu'à Aix-en-Provence demain matin le plus rapide possible s'il te plaît.",1,Besançon,Aix-en-Provence,Besnaçon,Aix-en-Provence,50,58,67,82,1,71
7912,Quel temps fait-il à Le Mans aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
7913,J'aimerais une correspondance de Besançon jusqu'à Aix en Provence samedi matin tu peux regarder ?,1,Besançon,Aix-en-Provence,Besançon,Aix en Provence,33,41,50,65,1,84
7914,"S'il te plaît, je veux une liaison ferroviaire de Rennes jusqu'à LILLE demain matin sans correspondance s'il te plaît.",1,Rennes,Lille,Rennes,LILLE,50,56,65,70,1,138
7915,Tu peux un voyage en partant de ORÉLANS pour aller à Aners aujourd'hui en seconde s'il te plaît.,1,Orléans,Angers,ORÉLANS,Aners,32,39,53,58,1,251
7916,J'aimerais un itinéraire pour aller à PORT-BOULET depuis besançon samedi matin tu peux regarder ?,1,Besançon,Port-Boulet,besançon,PORT-BOULET,57,65,38,49,1,341
7917,Je voudrais un train de Saint-Malo vers Nancy demain après-midi en première classe stp.,1,Saint-Malo,Nancy,Saint-Malo,Nancy,24,34,40,45,0,162
7918,"Bonjour, je veux un itinéraire de ClerMoNt-feRrAnd vers saint malo en première classe tu peux regarder ?",1,Clermont-Ferrand,Saint-Malo,ClerMoNt-feRrAnd,saint malo,34,50,56,66,1,255
7919,Je voudrais un itinéraire de Nice vers Montpellier samedi matin pas trop cher s'il te plaît.,1,Nice,Montpellier,Nice,Montpellier,29,33,39,50,0,310
7920,Je voudrais un itinéraire Pau → Dijon demain matin pas trop cher ?,1,Pau,Dijon,Pau,Dijon,26,29,32,37,0,139
7921,J'aimerais un itinéraire rennes - clermont FErrand vendredi le plus rapide possible,1,Rennes,Clermont-Ferrand,rennes,clermont FErrand,25,31,34,50,1,263
7922,Peux-tu un trajet au départ de Brest pour Nice samedi matin sans correspondance stp.,1,Brest,Nice,Brest,Nice,31,36,42,46,0,218
7923,Peux-tu une correspondance en partant de Bordeaux pour aller à Montpelleir demain après-midi est-ce possible ?,1,Bordeaux,Montpellier,Bordeaux,Montpelleir,41,49,63,74,1,160
7924,"Bonjour, je veux un itinéraire depuis touLouSe jusqu’à Besanocn aujourd'hui le plus rapide possible est-ce possible ?",1,Toulouse,Besançon,touLouSe,Besanocn,38,46,55,63,1,11
7925,J'aime bien Port Boulet.,0,,,,,-1,-1,-1,-1,0,-1
7926,Je cherche une liaison ferroviaire pour aller à Tour depuis Saint Étienne dans 2 heures en première classe,1,Saint-Étienne,Tours,Saint Étienne,Tour,60,73,48,52,1,77
7927,Je souhaiterais un trajet depuis Marseille jusqu’à Montpellier demain stp.,1,Marseille,Montpellier,Marseille,Montpellier,33,42,51,62,0,165
7928,Tu peux un voyage montpellier → Dijon demain en première classe est-ce possible ?,1,Montpellier,Dijon,montpellier,Dijon,18,29,32,37,1,382
7929,"Bonjour, je veux un voyage entre Grenoble et AVIGNON samedi matin le plus rapide possible s'il te plaît.",1,Grenoble,Avignon,Grenoble,AVIGNON,33,41,45,52,1,122
7930,Peux-tu une liaison ferroviaire de Montpellier jusqu'à Marseille aujourd'hui en seconde est-ce possible ?,1,Montpellier,Marseille,Montpellier,Marseille,35,46,55,64,0,175
7931,Tu peux un billet depuis Avignon jusqu’à besancon dans 2 heures s'il te plaît.,1,Avignon,Besançon,Avignon,besancon,25,32,41,49,1,150
7932,Je cherche un voyage Rennes - Marseille samedi matin avec une correspondance ?,1,Rennes,Marseille,Rennes,Marseille,21,27,30,39,0,69
7933,"Bonjour, je veux un itinéraire depuis Metz jusqu’à angers aujourd'hui le plus rapide possible est-ce possible ?",1,Metz,Angers,Metz,angers,38,42,51,57,1,11
7934,Tu peux un billet de train depuis TOURS jusqu’à Besançon demain pas trop cher est-ce possible ?,1,Tours,Besançon,TOURS,Besançon,34,39,48,56,1,179
7935,Je cherche un voyage Nancy - Paris le plus rapide possible est-ce possible ?,1,Nancy,Paris,Nancy,Paris,21,26,29,34,0,178
7936,Je veux aller voir Orange.,0,,,,,-1,-1,-1,-1,0,-1
7937,Je souhaiterais un train depuis lyon jusqu’à Brest samedi matin sans correspondance tu peux regarder ?,1,Lyon,Brest,lyon,Brest,32,36,45,50,1,151
7938,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7939,J'aime bien Tours.,0,,,,,-1,-1,-1,-1,0,-1
7940,Je veux un itinéraire depuis Metz jusqu’à parsi vendredi en seconde stp.,1,Metz,Paris,Metz,parsi,29,33,42,47,1,98
7941,Peux-tu une correspondance en partant de Lille pour aller à Le Man demain après-midi est-ce possible ?,1,Lille,Le Mans,Lille,Le Man,41,46,60,66,1,160
7942,Je veux aller à NANCY (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
7943,Je veux un trajet depuis Lille jusqu’à Metz le plus rapide possible s'il te plaît.,1,Lille,Metz,Lille,Metz,25,30,39,43,0,208
7944,"S'il te plaît, je veux une correspondance depuis Le Mans jusqu’à Lyon dans 2 heures sans correspondance ?",1,Le Mans,Lyon,Le Mans,Lyon,49,56,65,69,0,107
7945,Je cherche un train de Montpellier à Aix en Porvence demain pas trop cher ?,1,Montpellier,Aix-en-Provence,Montpellier,Aix en Porvence,23,34,37,52,1,312
7946,Je souhaiterais un itinéraire Dijon - TOULOUSE en première classe stp. Je vais voir mon ami Milan.,1,Dijon,Toulouse,Dijon,TOULOUSE,30,35,38,46,1,244
7947,"Hey, je veux un itinéraire Rnenes → nice aujourd'hui ?",1,Rennes,Nice,Rnenes,nice,27,33,36,40,1,313
7948,Je veux un billet de train de Limoges vers Caen samedi matin le plus rapide possible stp.,1,Limoges,Caen,Limoges,Caen,30,37,43,47,0,409
7949,"Bonjour, je veux un itinéraire Marselle - Lyon s'il te plaît. Je dois rejoindre Florence avant de partir.",1,Marseille,Lyon,Marselle,Lyon,31,39,42,46,1,227
7950,"S'il te plaît, je veux un itinéraire Besançon - Rennes vendredi le plus rapide possible est-ce possible ?",1,Besançon,Rennes,Besançon,Rennes,37,45,48,54,0,89
7951,"Salut, je voudrais un billet de train de Rennes vers port-boulet vendredi en première classe stp.",1,Rennes,Port-Boulet,Rennes,port-boulet,41,47,53,64,1,348
7952,"S'il te plaît, je veux un voyage entre Lille et Paris demain matin avec une correspondance",1,Lille,Paris,Lille,Paris,39,44,48,53,0,323
7953,"Salut, je voudrais un billet de train Avignon → nANcy ce soir tu peux regarder ?",1,Avignon,Nancy,Avignon,nANcy,38,45,48,53,1,332
7954,Tu peux un voyage entre AXI-EN-PROVENCE et NICE demain sans correspondance ? Je vais voir mon ami Florence.,1,Aix-en-Provence,Nice,AXI-EN-PROVENCE,NICE,24,39,43,47,1,187
7955,J’ai besoin de un billet de train LIOGES - ANGERS le plus rapide possible s'il te plaît.,1,Limoges,Angers,LIOGES,ANGERS,34,40,43,49,1,44
7956,Tu peux un voyage Port Boulet → strasborug le plus rapide possible stp.,1,Port-Boulet,Strasbourg,Port Boulet,strasborug,18,29,32,42,1,184
7957,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
7958,Je veux un train entre Grenoble et Clermont-Ferrand ce soir pas trop cher tu peux regarder ?,1,Grenoble,Clermont-Ferrand,Grenoble,Clermont-Ferrand,23,31,35,51,0,253
7959,Je voudrais une liaison ferroviaire Limoges → Lille vendredi pas trop cher stp. Je dois rejoindre Dieppe avant de partir.,1,Limoges,Lille,Limoges,Lille,36,43,46,51,0,49
7960,Je voudrais aller voir mon ami Orange à la-rohCELle.,0,,,,,-1,-1,-1,-1,0,-1
7961,Je souhaiterais un billet au départ de Brest pour Tours ce soir en première classe tu peux regarder ?,1,Brest,Tours,Brest,Tours,39,44,50,55,0,288
7962,Tu peux un train pour aller à Rennes depuis Besancon samedi matin en première classe stp.,1,Besançon,Rennes,Besancon,Rennes,44,52,30,36,1,169
7963,"Hey, je veux une correspondance pour aller à rennes depuis pau dans 2 heures sans correspondance tu peux regarder ?",1,Pau,Rennes,pau,rennes,59,62,45,51,1,325
7964,Raconte-moi l'histoire de tours.,0,,,,,-1,-1,-1,-1,0,-1
7965,Je veux une pizza à Bordeaux.,0,,,,,-1,-1,-1,-1,0,-1
7966,Raconte-moi l'histoire de marsEIlle.,0,,,,,-1,-1,-1,-1,0,-1
7967,"Bonjour, je veux un voyage Bordeaux → saiNt étIENne aujourd'hui pas trop cher est-ce possible ?",1,Bordeaux,Saint-Étienne,Bordeaux,saiNt étIENne,27,35,38,51,1,201
7968,Peux-tu un billet de train au départ de Bres pour Lyon ce soir en seconde,1,Brest,Lyon,Bres,Lyon,40,44,50,54,1,18
7969,"S'il te plaît, je veux un trajet en partant de Nancy pour aller à ours pas trop cher stp.",1,Nancy,Tours,Nancy,ours,47,52,66,70,1,357
7970,Je cherche un billet entre Saint-Malo et Angers en seconde s'il te plaît.,1,Saint-Malo,Angers,Saint-Malo,Angers,27,37,41,47,0,402
7971,Peux-tu un itinéraire de caen jusqu'à rest la semaine prochaine pas trop cher tu peux regarder ?,1,Caen,Brest,caen,rest,25,29,38,42,1,170
7972,J'aimerais un itinéraire pour aller à aix-en-provence depuis Brest samedi matin tu peux regarder ?,1,Brest,Aix-en-Provence,Brest,aix-en-provence,61,66,38,53,1,341
7973,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
7974,Je veux un itinéraire depuis Aix-en-Provence jusqu’à Avignon vendredi en seconde stp.,1,Aix-en-Provence,Avignon,Aix-en-Provence,Avignon,29,44,53,60,0,98
7975,Je voudrais aller voir mon ami Albert à la rochelle.,0,,,,,-1,-1,-1,-1,0,-1
7976,"Salut, je voudrais un itinéraire de Clermont-Ferrand jusqu'à MARSEILLE samedi matin s'il te plaît.",1,Clermont-Ferrand,Marseille,Clermont-Ferrand,MARSEILLE,36,52,61,70,1,252
7977,Raconte-moi l'histoire de SAINT MALO.,0,,,,,-1,-1,-1,-1,0,-1
7978,Raconte-moi l'histoire de Saint-Étienne.,0,,,,,-1,-1,-1,-1,0,-1
7979,Je veux une liaison ferroviaire Orléans - Metz sans correspondance tu peux regarder ?,1,Orléans,Metz,Orléans,Metz,32,39,42,46,0,235
7980,Je cherche une correspondance de Pairs jusque clermont-ferrand vendredi en seconde,1,Paris,Clermont-Ferrand,Pairs,clermont-ferrand,33,38,46,62,1,231
7981,"Salut, je voudrais un billet de train entre Pau et Toulouse la semaine prochaine le plus rapide possible ?",1,Pau,Toulouse,Pau,Toulouse,44,47,51,59,0,247
7982,Tu peux un billet depuis Lyon jusqu’à Avignon dans 2 heures s'il te plaît.,1,Lyon,Avignon,Lyon,Avignon,25,29,38,45,0,150
7983,Tu peux une correspondance entre LILLE et NANCY dans 2 heures pas trop cher s'il te plaît.,1,Lille,Nancy,LILLE,NANCY,33,38,42,47,1,321
